volume,united_states_savings_inflation_securities,total_interest-bearing_debt,foreign_series,total_marketable,treasury_bills,government_account_series_inflation_securities,weighted_sentiment,special_purpose_vehicle,treasury_floating_rate_notes_(frn),treasury_bonds,treasury_inflation-protected_securities_(tips),price_direction
Medium,High,Medium,0,Medium,VeryHigh,Low,High,High,VeryHigh,Medium,Medium,Down
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,VeryHigh,High,VeryHigh,Medium,Medium,Down
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,Low,High,VeryHigh,Medium,Medium,Down
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,Medium,High,VeryHigh,Medium,Medium,Up
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,VeryLow,High,VeryHigh,Medium,Medium,Down
High,High,Medium,0,Medium,VeryHigh,Low,Low,High,VeryHigh,Medium,Medium,Up
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,Medium,High,VeryHigh,Medium,Medium,Down
High,High,Medium,0,Medium,VeryHigh,Low,VeryHigh,High,VeryHigh,Medium,Medium,Up
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,VeryLow,High,VeryHigh,Medium,Medium,Up
Low,High,Medium,0,Medium,VeryHigh,Low,Medium,High,VeryHigh,Medium,Medium,Up
VeryLow,High,Medium,0,Medium,VeryHigh,Low,High,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,VeryHigh,Low,Medium,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,VeryHigh,Low,High,High,VeryHigh,Medium,Medium,Down
High,High,Medium,0,Medium,VeryHigh,Low,High,High,VeryHigh,Medium,Medium,Down
High,High,Medium,0,Medium,VeryHigh,Low,Low,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,VeryHigh,Low,VeryLow,High,VeryHigh,Medium,Medium,Down
Low,High,Medium,0,Medium,VeryHigh,Low,Medium,High,VeryHigh,Medium,Medium,Down
VeryLow,High,Medium,0,Medium,VeryHigh,Low,Low,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,VeryHigh,Low,High,High,VeryHigh,Medium,Medium,Up
VeryHigh,High,Medium,0,Medium,VeryHigh,Low,Low,High,VeryHigh,Medium,Medium,Down
VeryHigh,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Down
High,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Up
High,High,Medium,0,Medium,High,Medium,Low,High,VeryHigh,Medium,Medium,Up
Low,High,Medium,0,Medium,High,Medium,Medium,High,VeryHigh,Medium,Medium,Up
VeryLow,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,High,Medium,Low,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,High,Medium,Low,High,VeryHigh,Medium,Medium,Down
Low,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Down
Low,High,Medium,0,Medium,High,Medium,Medium,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Down
VeryLow,High,Medium,0,Medium,High,Medium,Medium,High,VeryHigh,Medium,Medium,Up
VeryLow,High,Medium,0,Medium,High,Medium,High,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,High,Medium,High,High,VeryHigh,Medium,Medium,Up
High,High,Medium,0,Medium,High,Medium,VeryHigh,High,VeryHigh,Medium,Medium,Down
VeryHigh,High,Medium,0,Medium,High,Medium,VeryHigh,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,High,Medium,High,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,High,Medium,Low,High,VeryHigh,Medium,Medium,Up
VeryLow,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Down
VeryLow,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Down
VeryHigh,High,Medium,0,Medium,High,Medium,VeryHigh,High,VeryHigh,Medium,Medium,Up
High,High,Medium,0,Medium,High,Medium,Low,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,High,Medium,Medium,High,VeryHigh,Medium,Medium,Down
High,High,Medium,0,Medium,High,Medium,High,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,High,Medium,High,High,VeryHigh,Medium,Medium,Up
VeryLow,High,Medium,0,Medium,High,Medium,Low,High,VeryHigh,Medium,Medium,Up
VeryLow,High,Medium,0,Medium,High,Medium,VeryLow,High,VeryHigh,Medium,Medium,Down
Low,High,Medium,0,Medium,High,Medium,VeryHigh,High,VeryHigh,Medium,Medium,Up
Medium,High,Medium,0,Medium,High,Medium,VeryHigh,High,VeryHigh,Medium,Medium,Down
Medium,High,Medium,0,Medium,High,Medium,Medium,High,VeryHigh,Medium,Medium,Down
